file_number,nesting_depth,num_ids,num_classes,num_important,duplicate_selectors,total_rules,deep_nesting,long_selectors,overqualified_selectors,browser_specific_properties,total_properties,avg_properties_per_rule,inline_styles,unused_selectors,universal_selectors,excessive_specificity,vendor_prefixes,animation_usage,excessive_zindex,unused_media_queries,color_hex_usage,excessive_font_sizes
56,0,570,1673,58,338,1580,1,251,11,40,2331,1.474383302,0,22,30,327,40,10,10,0,570,0
57,0,1,333,0,5,209,69,200,4,2,3089,14.70952381,0,199,0,173,2,0,0,0,1,0
58,0,1,333,0,5,209,69,200,4,2,3089,14.70952381,0,199,0,173,2,0,0,0,1,0
59,0,158,1732,13,34,687,1,73,2,1,710,1.031976744,0,26,44,303,1,2,1,0,158,0
60,0,500,2007,13,118,760,1,169,39,597,1087,1.428383706,0,145,4,216,597,0,5,0,500,0
61,0,0,352,0,86,88,1,0,0,0,440,4.943820225,0,0,0,0,0,0,0,0,0,0
62,0,19,24,0,2,25,1,4,0,15,50,1.923076923,0,1,0,5,15,1,2,0,19,0
63,0,191,1716,4,26,494,1,189,4,43,551,1.113131313,0,146,8,112,43,0,0,0,191,0
64,0,1,333,0,5,209,69,200,4,2,3089,14.70952381,0,199,0,173,2,0,0,0,1,0
65,0,1,333,0,5,209,69,200,4,2,3089,14.70952381,0,199,0,173,2,0,0,0,1,0
66,0,110,2955,17,110,2156,1,57,35,122,1152,0.534075104,0,20,152,793,122,3,4,0,110,38
67,0,86,2023,28,53,1511,1,45,8,87,782,0.517195767,0,22,30,500,87,3,3,0,86,10
68,0,128,2852,19,109,1862,1,64,17,74,1043,0.559849705,0,26,63,682,74,0,19,0,128,7
69,0,2069,8093,202,235,2718,1,1675,19,139,5654,2.079440971,0,349,63,669,139,11,12,0,2069,5
70,0,895,8657,81,194,2741,1,924,54,108,5148,1.877461707,0,314,6,419,108,12,27,0,895,5
71,0,134,1930,11,121,650,1,160,1,349,801,1.230414747,0,21,4,245,349,13,1,0,134,0
72,0,103,713,0,171,643,1,83,0,26,1317,2.045031056,0,5,0,174,26,1,4,0,103,1
73,0,459,4368,19,193,2533,1,601,33,111,2395,0.945146014,0,340,15,1053,111,18,12,0,459,3
74,0,458,1793,1,210,1273,1,71,0,6,250,0.196232339,0,0,96,499,6,0,0,0,458,0
75,0,239,4021,106,529,2928,1,1258,58,279,6086,2.077842267,0,399,83,857,279,27,33,0,239,10
76,0,136,3762,155,92,2720,1,228,12,130,1453,0.533994855,0,57,21,1082,130,9,10,0,136,47
77,0,10698,2866,179,40,1895,1,379,0,52,2104,1.109704641,0,3,163,769,52,12,11,0,10698,6
78,0,99,2998,1,125,1350,1,73,0,155,2747,2.03330866,0,140,47,246,155,13,3,0,99,0
79,0,253,1296,0,36,459,1,388,108,1,792,1.72173913,0,27,0,36,1,0,0,0,253,0
80,0,374,6916,75,81,850,1,694,14,401,1017,1.19506463,0,652,0,663,401,1,14,0,374,4
81,0,446,5781,436,610,2421,1,551,24,69,2723,1.124277457,0,278,83,773,69,2,3,0,446,23
82,0,280,1787,24,126,1434,1,55,6,48,3430,2.390243902,0,99,6,342,48,2,7,0,280,3
83,0,83,2894,18,48,2168,1,46,8,35,499,0.230059935,0,18,45,846,35,0,8,0,83,15
84,0,44,1121,1,25,562,1,128,3,21,1115,1.980461812,0,56,0,201,21,0,4,0,44,0
85,0,553,2326,86,65,1213,1,320,23,290,1860,1.532125206,0,104,13,126,290,15,10,0,553,1
86,0,213,1135,10,65,513,1,132,44,93,913,1.776264591,1,104,19,143,93,2,11,0,213,0
87,0,146,2894,55,103,1723,1,239,18,142,1296,0.751740139,0,90,232,591,142,1,4,0,146,4
88,0,140,1794,3,32,665,1,142,26,17,1009,1.515015015,0,119,10,169,17,4,7,0,140,0
89,0,274,6757,168,159,3602,1,877,11,116,2505,0.695253955,0,130,211,768,116,10,11,0,274,4
90,0,509,4441,875,80,1983,1,230,12,107,1407,0.709173387,0,84,38,898,107,3,9,0,509,6
91,0,158,2240,35,22,1574,1,105,4,63,796,0.505396825,0,11,48,346,63,4,5,0,158,3
92,0,86,1347,0,591,1366,1,217,4,17,1774,1.29773226,0,469,3,942,17,7,0,0,86,19
93,0,46,1917,2,55,1055,1,284,3,6,434,0.410984848,0,64,14,345,6,2,1,0,46,2
94,0,0,826,2,105,582,1,123,0,240,918,1.574614065,0,45,18,273,240,0,0,0,0,0
95,0,47,3013,58,239,1318,1,676,18,165,1958,1.484457923,0,116,124,433,165,10,1,0,47,0
96,0,19,24,0,2,25,1,4,0,15,50,1.923076923,0,1,0,5,15,1,2,0,19,0
97,0,1085,88,0,1,36,1,4,3,18,1259,34.02702703,0,4,0,0,18,0,0,0,1085,3
98,0,60,1756,32,67,1067,1,169,45,86,1741,1.630149813,0,46,48,117,86,10,2,0,60,0
99,0,122,2056,140,84,1406,1,75,18,98,928,0.659559346,0,59,37,394,98,3,7,0,122,8
100,0,167,1069,0,82,544,1,235,39,17,655,1.201834862,0,19,1,143,17,1,0,0,167,0
101,0,201,1941,12,139,502,1,200,7,81,943,1.874751491,0,222,33,262,81,13,2,0,201,12
102,0,97,1266,0,26,853,1,74,3,34,569,0.666276347,0,7,101,59,34,12,1,0,97,3
103,0,964,5302,78,214,2086,1,304,31,531,2980,1.427886919,0,296,277,592,531,2,34,0,964,13
104,0,273,2224,73,148,1725,1,104,8,65,1176,0.681344148,0,89,38,432,65,15,6,0,273,7
105,0,191,2136,4,28,508,1,207,5,45,559,1.098231827,0,161,8,160,45,0,0,0,191,0
106,0,880,2427,39,121,1171,1,411,23,46,2183,1.862627986,0,92,2,189,46,1,11,0,880,1
107,0,465,4851,68,233,2630,1,699,24,58,2121,0.806157355,0,137,78,1204,58,13,4,0,465,0
108,0,955,5702,251,210,3126,1,623,95,438,4322,1.382155421,0,256,53,614,438,5,28,0,955,3
109,0,116,6699,95,257,1821,1,685,31,276,2699,1.481339188,0,607,45,714,276,7,14,0,116,10
110,0,457,2095,60,129,1264,1,113,9,38,1545,1.221343874,0,110,4,280,38,14,17,0,457,0
111,0,79,2004,55,46,1224,1,282,32,112,1974,1.611428571,0,75,24,129,112,6,28,0,79,2
112,0,207,1632,5,72,879,1,228,4,486,1457,1.655681818,0,85,10,233,486,1,3,0,207,5
113,0,265,2220,15,55,1812,1,121,7,47,910,0.501930502,0,23,31,473,47,2,5,0,265,20
114,0,236,3426,26,31,893,1,519,21,21,820,0.917225951,0,159,118,186,21,6,8,0,236,1
115,0,197,3382,59,69,845,1,587,1,40,1240,1.46572104,0,134,13,275,40,5,4,0,197,0
116,0,79,1462,0,0,126,1,120,0,114,404,3.181102362,0,52,0,39,114,0,0,0,79,0
117,0,2,84,0,0,30,1,25,0,23,61,1.967741935,0,0,1,0,23,0,0,0,2,0
118,0,240,4607,173,83,2660,1,347,24,82,2186,0.821495678,0,182,58,406,82,16,16,0,240,12
119,0,228,1213,0,211,793,1,307,5,143,1407,1.772040302,2,66,72,194,143,0,6,0,228,0
120,0,247,1839,83,57,852,1,147,21,85,1444,1.692848769,0,102,17,162,85,1,12,0,247,3
121,0,271,2668,2,566,962,949,344,16,39,772,0.801661475,38,96,0,65,39,0,1,0,271,0
122,0,42,4514,760,203,2374,1,545,80,190,3589,1.511157895,0,292,20,746,190,10,15,0,42,22
123,0,326,2609,24,404,1543,1,162,30,293,2314,1.498704663,0,162,13,595,293,19,10,0,326,6
124,0,106,1223,188,25,740,1,103,10,25,655,0.883940621,0,25,5,350,25,4,9,0,106,0
125,0,145,3194,0,2,182,95,90,2,0,344,1.879781421,11,65,2,93,0,0,0,0,145,0
126,0,7,161,0,11,115,1,2,1,4,199,1.715517241,0,1,5,53,4,2,4,0,7,2
127,0,11,1,0,4,10,1,0,2,0,24,2.181818182,0,0,0,0,0,0,0,0,11,0
128,0,548,959,0,60,405,1,256,0,9,440,1.083743842,0,191,8,128,9,0,0,0,548,0
129,0,548,959,0,60,405,1,256,0,9,440,1.083743842,0,191,8,128,9,0,0,0,548,0
130,0,762,1094,2,118,489,1,239,2,162,698,1.424489796,0,113,21,211,162,0,2,0,762,0
131,0,762,1094,2,118,489,1,239,2,162,698,1.424489796,0,113,21,211,162,0,2,0,762,0
132,0,7,13,0,0,7,1,1,0,16,55,6.875,0,2,0,2,16,0,0,0,7,0
133,0,1226,6968,127,212,3002,1,510,127,359,2873,0.956709957,0,399,30,654,359,1,22,0,1226,22
134,0,471,1397,17,23,694,1,89,9,306,1176,1.692086331,0,120,159,296,306,0,20,0,471,1
135,0,36,5006,0,52,104,1,18,2,0,1353,12.88571429,274,18,0,38,0,0,0,0,36,0
136,0,134,1174,5,30,767,1,179,8,29,1387,1.805989583,0,39,9,170,29,2,4,0,134,0
137,0,324,4905,148,46,1201,1,520,7,110,1974,1.642262895,0,353,23,301,110,14,7,0,324,3
138,0,707,2773,136,1182,2191,1,290,25,338,1850,0.843978102,0,660,25,1277,338,3,3,0,707,1
139,0,276,1363,6,75,634,1,184,10,82,866,1.363779528,0,62,1,137,82,0,0,0,276,4
140,0,10,29,0,2,28,1,0,0,0,74,2.551724138,0,0,0,4,0,2,2,0,10,0
141,0,178,1266,39,108,866,1,58,9,32,1365,1.574394464,0,43,7,263,32,1,4,0,178,2
142,0,1982,6961,191,113,1805,1,433,63,239,2481,1.373754153,0,505,144,904,239,1,25,0,1982,11
143,0,500,3561,62,74,1180,1,266,6,793,3241,2.744284505,0,278,41,398,793,0,12,0,500,6
144,0,411,3318,43,60,1069,1,169,6,745,2946,2.753271028,0,266,43,384,745,0,9,0,411,5
145,0,300,3508,28,42,895,1,196,7,597,2468,2.754464286,0,272,43,357,597,0,9,0,300,5
146,0,417,3345,44,60,1079,1,169,6,755,2986,2.764814815,0,264,43,385,755,0,10,0,417,5
147,0,1034,5523,73,160,1889,1,390,8,833,3917,2.072486772,0,532,48,718,833,0,15,0,1034,6
148,0,960,5114,67,143,1734,1,374,8,798,3616,2.084149856,0,511,48,687,798,0,15,0,960,6
149,0,25,63,0,1,55,1,0,1,0,132,2.357142857,0,0,1,0,0,0,1,0,25,0
150,0,13,6224,0,6,4214,1,10,1,24,90,0.021352313,0,5,0,5,24,1,0,0,13,0
151,0,8,1614,0,4,1509,1,5,1,22,74,0.049006623,0,4,0,5,22,1,0,0,8,0
152,0,380,1697,35,31,831,1,161,10,17,1746,2.098557692,0,130,3,165,17,6,14,0,380,2
153,0,2,2710,0,41,2012,1,297,1,109,220,0.109289617,0,25,1,49,109,7,0,0,2,0
154,0,2,2710,0,41,2012,1,297,1,109,220,0.109289617,0,25,1,49,109,7,0,0,2,0
155,0,2,2710,0,41,2012,1,297,1,109,220,0.109289617,0,25,1,49,109,7,0,0,2,0
156,0,8,6204,0,6,4207,1,9,1,19,86,0.020437262,0,5,0,5,19,1,0,0,8,0
157,0,3,5046,0,35,4766,1,126,1,117,226,0.047409272,0,5,2,50,117,7,0,0,3,0
158,0,2,2676,0,17,1985,1,298,1,2,118,0.059415911,0,25,1,25,2,7,0,0,2,0
159,0,580,3053,55,306,1717,1,180,8,467,3117,1.814318976,0,340,10,609,467,5,18,0,580,3
160,0,308,1448,27,6,709,1,79,2,112,1361,1.916901408,0,117,4,141,112,0,9,0,308,1
161,0,2,2690,0,41,1992,1,297,1,109,220,0.110386352,0,25,1,49,109,7,0,0,2,0
162,0,2,2701,0,41,2004,1,296,1,109,220,0.109725686,0,25,1,49,109,7,0,0,2,0
163,0,322,4928,200,542,2163,1,339,12,1991,3312,1.530499076,0,202,32,993,1991,5,20,0,322,3
164,0,314,1406,5,11,719,1,61,10,1,709,0.984722222,0,58,0,31,1,1,4,0,314,0
165,0,624,7825,243,74,1976,1,778,13,157,2305,1.165907941,0,486,5,372,157,5,7,0,624,3
166,0,624,7794,243,72,1978,1,775,13,157,2298,1.161192521,0,487,5,371,157,5,7,0,624,3
167,0,624,7824,243,77,1983,1,775,13,157,2311,1.164818548,0,487,5,371,157,5,7,0,624,3
168,0,624,7824,243,77,1983,1,775,13,157,2311,1.164818548,0,487,5,371,157,5,7,0,624,3
169,0,0,871,14,412,709,1,2,0,711,971,1.367605634,0,19,0,463,711,78,0,1,0,0
170,0,0,233,12,368,624,1,1,0,846,1088,1.7408,0,8,0,394,846,76,0,0,0,0
171,0,0,871,12,412,709,1,2,0,710,969,1.364788732,0,19,0,463,710,78,0,0,0,0
172,0,0,9,0,20,40,1,0,0,19,18,0.43902439,0,0,0,28,19,5,0,0,0,0
173,0,0,1101,14,514,871,1,2,0,835,1149,1.31766055,0,22,31,564,835,97,0,0,0,0
174,0,0,7,0,6,23,1,1,0,0,24,1,0,1,0,12,0,4,0,0,0,0
175,0,0,5,0,0,5,1,0,0,0,14,2.333333333,0,0,0,2,0,1,0,0,0,0
176,0,48,1101,0,233,805,1,138,6,494,1707,2.117866005,0,20,41,245,494,22,0,0,48,0
177,0,1024,11760,938,645,4190,1,816,42,143,2677,0.638749702,0,466,26,1395,143,9,26,0,1024,8
178,0,9,6,0,0,14,1,0,1,0,24,1.6,0,0,0,0,0,0,0,0,9,0
179,0,358,682,46,8,455,1,96,14,31,463,1.015350877,1,91,17,191,31,0,8,0,358,1
180,0,648,2840,16,31,1954,1,464,12,136,849,0.4342711,0,75,285,540,136,2,4,0,648,6
181,0,939,6060,11,858,3334,1,275,4,1918,7047,2.113043478,0,44,19,834,1918,5,9,0,939,20
182,0,516,9007,1619,147,5801,1,265,42,107,3302,0.569114099,0,117,136,1424,107,12,15,0,516,0
183,0,814,2134,20,48,1669,1,68,9,95,1052,0.62994012,0,61,83,301,95,2,6,0,814,3
184,0,537,8738,4831,1271,4951,1,306,38,78,3395,0.685581583,0,263,141,2825,78,4,11,0,537,7
185,0,54,1353,9,16,970,1,25,7,61,600,0.61791967,0,7,28,211,61,1,3,0,54,3
186,0,932,5058,4,559,2665,1,601,14,95,4554,1.708177044,0,31,15,638,95,12,27,0,932,1
187,0,334,857,32,108,481,1,31,20,17,1143,2.371369295,0,23,5,150,17,1,8,0,334,2
188,0,90,2287,195,162,1262,1,138,23,53,1817,1.438638163,0,74,80,273,53,3,5,0,90,3
189,0,158,3471,1,479,1552,1,30,5,53,1738,1.119124276,0,66,13,312,53,7,3,0,158,1
190,0,1288,6887,12,478,3254,1,1065,25,1072,4979,1.529646697,0,329,9,513,1072,10,11,0,1288,3
191,0,561,5004,2427,73,3007,1,150,23,222,2502,0.831781915,0,54,92,1740,222,2,15,0,561,0
192,0,332,5791,147,657,3182,1,616,2,56,3431,1.077913918,0,433,16,1463,56,3,10,0,332,12
193,0,3524,10372,15,28,1509,1,1211,1338,5,1620,1.072847682,0,5,0,47,5,2,8,0,3524,0
194,0,56,460,22,5,287,1,23,43,47,436,1.513888889,0,48,4,70,47,0,2,0,56,3
195,0,283,2283,14,106,1360,1,100,68,292,2012,1.478324761,0,51,49,238,292,7,23,0,283,3
196,0,277,2282,14,106,1359,1,100,67,292,2007,1.475735294,0,51,49,238,292,7,23,0,277,3
197,0,86,1444,1,12,947,1,188,11,42,608,0.641350211,0,174,177,343,42,2,4,0,86,4
198,0,1254,7613,1377,78,2657,1,696,34,193,2536,0.954100828,0,331,16,472,193,10,3,0,1254,13
199,0,69,1911,54,50,1214,1,167,16,42,964,0.793415638,0,155,145,462,42,1,8,0,69,3
200,0,361,10716,209,201,5484,1,241,41,134,1731,0.315587967,0,128,54,382,134,9,5,0,361,3
201,0,859,2167,80,169,1204,1,215,10,177,2151,1.785062241,0,126,60,271,177,8,8,0,859,0
202,0,686,8713,119,977,4122,1,608,117,1232,4455,1.08052389,0,785,43,1989,1232,112,24,0,686,5
203,0,1329,11032,302,137,2660,1,879,9,34,3686,1.385193536,0,732,17,1152,34,3,25,0,1329,5
204,0,55,2402,30,1,39,3,20,5,2,657,16.425,45,19,0,25,2,0,0,0,55,0
205,0,5,696,0,0,109,109,109,25,0,7,0.063636364,0,109,0,109,0,0,0,0,5,0
206,0,95,1278,29,65,568,1,166,2,39,994,1.746924429,0,71,3,144,39,1,5,0,95,3
207,0,383,4294,89,1091,2191,1,413,67,206,1666,0.760036496,0,246,115,335,206,7,19,0,383,4
208,0,2111,10177,211,407,2191,1,1048,214,245,2530,1.15419708,0,905,3,1324,245,2,17,0,2111,0
209,0,178,3068,24,69,2096,1,118,30,71,1391,0.663328565,0,34,70,627,71,3,8,0,178,4
210,0,2710,4918,89,1152,1889,1,488,28,584,2991,1.582539683,0,577,1,887,584,0,25,0,2710,4
211,0,281,2087,22,13,1021,1,226,6,246,2212,2.164383562,0,86,22,47,246,0,1,0,281,0
212,0,9,57,0,0,39,1,1,0,0,72,1.8,0,2,0,16,0,1,0,0,9,0
213,0,402,3563,92,605,2111,1,383,125,889,3370,1.595643939,0,151,14,629,889,4,22,0,402,26
214,0,646,1288,50,17,614,1,91,12,35,1047,1.702439024,0,132,0,212,35,0,0,0,646,29
215,0,333,1960,34,10,263,1,204,42,67,342,1.295454545,4,175,1,162,67,2,4,0,333,0
216,0,519,17602,16,118,1343,1,632,10,138,1718,1.27827381,0,483,5,486,138,7,9,0,519,0
217,0,641,9623,71,495,3572,1,1001,8,244,1851,0.518052057,0,390,9,1063,244,2,22,0,641,9
218,0,275,3486,84,37,947,1,514,23,19,848,0.894514768,0,154,120,179,19,5,8,0,275,1
219,0,835,2436,38,20,1589,1,116,9,10,2709,1.703773585,0,183,0,121,10,1,4,0,835,3
220,0,99,916,24,53,860,1,41,6,221,685,0.795586527,0,8,16,128,221,10,5,0,99,6
221,0,319,7659,16,1,213,1,113,52,8,331,1.546728972,0,122,1,136,8,0,6,0,319,0
222,0,735,6267,139,119,2252,1,739,65,166,2373,1.053262317,0,456,11,657,166,2,17,0,735,13
223,0,586,2359,132,115,1366,1,559,5,94,2914,2.131675201,0,136,5,244,94,17,34,0,586,1
224,0,328,1554,6,48,757,1,321,3,57,1190,1.569920844,0,73,1,54,57,8,27,0,328,0
225,0,29,9326,5,30,191,1,103,0,24,259,1.348958333,0,23,1,60,24,3,2,0,29,0
226,0,519,363,0,0,149,1,36,1,13,133,0.886666667,0,64,3,62,13,0,3,0,519,0
227,0,582,5691,10,67,1785,1,236,4,275,5478,3.06718925,0,376,0,1588,275,9,40,0,582,5
228,0,525,1901,32,34,942,1,149,21,40,915,0.970307529,0,147,2,930,40,0,4,0,525,50
229,0,241,852,6,60,435,1,95,53,30,992,2.275229358,0,70,14,130,30,5,4,0,241,0
230,0,193,2880,77,285,1246,1,322,11,1128,2249,1.803528468,0,396,9,758,1128,1,4,0,193,7
231,0,988,5763,1707,274,4148,1,257,42,86,3961,0.954687877,0,372,77,1755,86,4,13,0,988,37
232,0,9,1425,23,52,586,1,116,9,22,786,1.339011925,0,121,74,219,22,4,2,0,9,0
233,0,447,1009,86,19,558,1,81,9,11,706,1.262969589,0,143,39,177,11,0,1,0,447,7
234,0,341,2487,32,732,1700,1,375,9,361,2602,1.529688419,0,578,1,1017,361,3,13,0,341,18
235,0,364,10531,11,1062,3345,1,1484,522,933,3921,1.171846981,0,954,215,1508,933,3,11,0,364,22
236,0,565,8617,827,110,5550,1,637,20,476,2321,0.418122861,9,142,24,705,476,11,9,0,565,13
237,0,277,5381,39,533,1795,1,487,224,1563,3400,1.893095768,0,330,4,1017,1563,79,14,1,277,5
238,0,594,1982,219,5,1036,1,118,22,69,1323,1.275795564,0,100,1,81,69,0,1,0,594,4
239,0,158,2146,0,3,540,1,24,1,20,1177,2.175600739,0,15,2,6,20,1,0,0,158,0
240,0,150,355,3,0,228,1,0,1,15,1665,7.270742358,0,5,0,5,15,0,9,0,150,10
241,0,325,8278,197,148,1713,1,351,172,51,1003,0.585180863,0,203,876,539,51,20,15,0,325,1
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0,0,26,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0
244,0,2,17,0,0,10,1,0,0,1,48,4.363636364,0,0,0,0,1,0,0,0,2,0
245,0,691,3706,117,41,1462,1,121,17,32,2332,1.593984962,0,263,11,340,32,2,29,0,691,2
246,0,96,48,0,0,30,1,1,2,47,135,4.35483871,0,0,0,0,47,0,0,0,96,0
247,0,3,21,0,0,14,1,1,0,0,35,2.333333333,0,2,0,2,0,0,0,0,3,0
248,0,1,25,0,0,12,1,0,0,0,37,2.846153846,0,0,0,0,0,0,3,0,1,0
249,0,7,98,1,12,39,1,30,0,4,76,1.9,0,20,0,32,4,0,0,0,7,0
250,0,574,4036,66,82,1514,1,300,60,137,1281,0.845544554,0,218,6,386,137,1,9,0,574,12
251,0,533,4036,66,83,1515,1,300,60,137,1289,0.850263852,0,219,6,386,137,1,9,0,533,12
252,0,649,5207,1031,88,2114,1,314,25,608,2095,0.990543735,0,113,35,937,608,3,9,0,649,13
253,0,649,5265,1042,82,2121,1,314,25,624,2123,1.000471254,0,115,37,938,624,3,9,0,649,13
254,0,424,5020,1715,105,2676,1,223,38,209,2981,1.113559955,0,80,132,1379,209,5,15,0,424,0
255,0,0,1959,2,0,1955,1,1,2,2,11,0.005623722,0,1,1,0,2,0,0,0,0,0
256,0,133,1750,28,128,1057,1,191,11,24,1497,1.414933837,0,91,55,211,24,10,9,0,133,0
257,0,623,5476,1208,96,2285,1,310,25,645,2118,0.926509186,0,107,10,1097,645,3,9,0,623,13
258,0,718,6554,1602,240,3111,1,250,42,69,3224,1.035989717,0,111,138,1606,69,5,16,0,718,1
259,0,533,4021,66,82,1516,1,311,60,135,1296,0.854317732,0,219,8,386,135,1,8,0,533,12
260,0,424,3204,107,107,1178,1,266,48,101,1076,0.912637829,0,180,7,376,101,1,10,0,424,11
261,0,531,3998,65,81,1516,1,301,60,75,1236,0.814765985,0,219,10,387,75,1,9,0,531,12
